molecule_chembl_id,smiles,mechanism_of_action,target_chembl_id,target_name,action_type,max_phase,pref_name,text_rich
CHEMBL1200380,Nc1nc([O-])c2ncn(COCCO)c2n1.[Na+],Human herpesvirus 1 DNA polymerase inhibitor,CHEMBL1872,DNA polymerase catalytic subunit,INHIBITOR,4,ACYCLOVIR SODIUM,Human herpesvirus 1 DNA polymerase inhibitor Target: DNA polymerase catalytic subunit. Action: INHIBITOR. Drug: ACYCLOVIR SODIUM.
CHEMBL880,CC(=O)OCC(CCn1cnc2cnc(N)nc21)COC(C)=O,Human herpesvirus 1 DNA polymerase inhibitor,CHEMBL1872,DNA polymerase catalytic subunit,INHIBITOR,4,FAMCICLOVIR,Human herpesvirus 1 DNA polymerase inhibitor Target: DNA polymerase catalytic subunit. Action: INHIBITOR. Drug: FAMCICLOVIR.
CHEMBL1201110,CC(C)[C@H](N)C(=O)OCCOCn1cnc2c(=O)nc(N)[nH]c21.Cl,Human herpesvirus 1 DNA polymerase inhibitor,CHEMBL1872,DNA polymerase catalytic subunit,INHIBITOR,4,VALACYCLOVIR HYDROCHLORIDE,Human herpesvirus 1 DNA polymerase inhibitor Target: DNA polymerase catalytic subunit. Action: INHIBITOR. Drug: VALACYCLOVIR HYDROCHLORIDE.
CHEMBL1668,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)/C=C/c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,Synaptic vesicular amine transporter inhibitor,CHEMBL1893,Synaptic vesicular amine transporter,INHIBITOR,4,RESCINNAMINE,Synaptic vesicular amine transporter inhibitor Target: Synaptic vesicular amine transporter. Action: INHIBITOR. Drug: RESCINNAMINE.
CHEMBL772,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,Synaptic vesicular amine transporter inhibitor,CHEMBL1893,Synaptic vesicular amine transporter,INHIBITOR,4,RESERPINE,Synaptic vesicular amine transporter inhibitor Target: Synaptic vesicular amine transporter. Action: INHIBITOR. Drug: RESERPINE.
CHEMBL1200515,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5ccccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,Synaptic vesicular amine transporter inhibitor,CHEMBL1893,Synaptic vesicular amine transporter,INHIBITOR,4,DESERPIDINE,Synaptic vesicular amine transporter inhibitor Target: Synaptic vesicular amine transporter. Action: INHIBITOR. Drug: DESERPIDINE.
CHEMBL117785,COc1cc2c(cc1OC)C1CC(=O)C(CC(C)C)CN1CC2,Synaptic vesicular amine transporter inhibitor,CHEMBL1893,Synaptic vesicular amine transporter,INHIBITOR,4,TETRABENAZINE,Synaptic vesicular amine transporter inhibitor Target: Synaptic vesicular amine transporter. Action: INHIBITOR. Drug: TETRABENAZINE.
CHEMBL3989844,C[C@H](N)Cc1ccccc1.O=C(O)[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(=O)O,Synaptic vesicular amine transporter inhibitor,CHEMBL1893,Synaptic vesicular amine transporter,INHIBITOR,4,DEXTROAMPHETAMINE SACCHARATE,Synaptic vesicular amine transporter inhibitor Target: Synaptic vesicular amine transporter. Action: INHIBITOR. Drug: DEXTROAMPHETAMINE SACCHARATE.
CHEMBL3544971,C[C@H](N)Cc1ccccc1.C[C@H](N)Cc1ccccc1.O=S(=O)(O)O,Synaptic vesicular amine transporter inhibitor,CHEMBL1893,Synaptic vesicular amine transporter,INHIBITOR,4,DEXTROAMPHETAMINE SULFATE,Synaptic vesicular amine transporter inhibitor Target: Synaptic vesicular amine transporter. Action: INHIBITOR. Drug: DEXTROAMPHETAMINE SULFATE.
CHEMBL3544906,C[C@@H](Cc1ccccc1)N(C)Cc1ccccc1.Cl,Synaptic vesicular amine transporter inhibitor,CHEMBL1893,Synaptic vesicular amine transporter,INHIBITOR,4,BENZPHETAMINE HYDROCHLORIDE,Synaptic vesicular amine transporter inhibitor Target: Synaptic vesicular amine transporter. Action: INHIBITOR. Drug: BENZPHETAMINE HYDROCHLORIDE.
CHEMBL1200782,C[C@H](N)Cc1ccccc1.O=C(O)CCCCC(=O)O,Synaptic vesicular amine transporter inhibitor,CHEMBL1893,Synaptic vesicular amine transporter,INHIBITOR,4,DEXTROAMPHETAMINE ADIPATE,Synaptic vesicular amine transporter inhibitor Target: Synaptic vesicular amine transporter. Action: INHIBITOR. Drug: DEXTROAMPHETAMINE ADIPATE.
CHEMBL612,C[C@H](N)Cc1ccccc1,Synaptic vesicular amine transporter inhibitor,CHEMBL1893,Synaptic vesicular amine transporter,INHIBITOR,4,DEXTROAMPHETAMINE,Synaptic vesicular amine transporter inhibitor Target: Synaptic vesicular amine transporter. Action: INHIBITOR. Drug: DEXTROAMPHETAMINE.
CHEMBL1201178,CS(=O)(=O)O.CS(=O)(=O)O.C[C@@H](Cc1ccccc1)NC(=O)[C@@H](N)CCCCN,Synaptic vesicular amine transporter inhibitor,CHEMBL1893,Synaptic vesicular amine transporter,INHIBITOR,4,LISDEXAMFETAMINE DIMESYLATE,Synaptic vesicular amine transporter inhibitor Target: Synaptic vesicular amine transporter. Action: INHIBITOR. Drug: LISDEXAMFETAMINE DIMESYLATE.
CHEMBL2218878,COc1cc(NCc2ccc3nc(N)nc(N)c3c2C)cc(OC)c1OC.O=C(O)[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O,Dihydrofolate reductase inhibitor,CHEMBL1926,Dihydrofolate reductase,INHIBITOR,4,TRIMETREXATE GLUCURONATE,Dihydrofolate reductase inhibitor Target: Dihydrofolate reductase. Action: INHIBITOR. Drug: TRIMETREXATE GLUCURONATE.
CHEMBL98,O=C(CCCCCCC(=O)Nc1ccccc1)NO,Histone deacetylase 2 inhibitor,CHEMBL1937,Histone deacetylase 2,INHIBITOR,4,VORINOSTAT,Histone deacetylase 2 inhibitor Target: Histone deacetylase 2. Action: INHIBITOR. Drug: VORINOSTAT.
CHEMBL282042,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1.CS(=O)(=O)O,Human immunodeficiency virus type 1 protease inhibitor,CHEMBL243,Human immunodeficiency virus type 1 protease,INHIBITOR,4,SAQUINAVIR MESYLATE,Human immunodeficiency virus type 1 protease inhibitor Target: Human immunodeficiency virus type 1 protease. Action: INHIBITOR. Drug: SAQUINAVIR MESYLATE.
CHEMBL163,CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,Human immunodeficiency virus type 1 protease inhibitor,CHEMBL243,Human immunodeficiency virus type 1 protease,INHIBITOR,4,RITONAVIR,Human immunodeficiency virus type 1 protease inhibitor Target: Human immunodeficiency virus type 1 protease. Action: INHIBITOR. Drug: RITONAVIR.
CHEMBL1205,CS(=O)(=O)O.Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C,Human immunodeficiency virus type 1 protease inhibitor,CHEMBL243,Human immunodeficiency virus type 1 protease,INHIBITOR,4,NELFINAVIR MESYLATE,Human immunodeficiency virus type 1 protease inhibitor Target: Human immunodeficiency virus type 1 protease. Action: INHIBITOR. Drug: NELFINAVIR MESYLATE.
CHEMBL116,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1,Human immunodeficiency virus type 1 protease inhibitor,CHEMBL243,Human immunodeficiency virus type 1 protease,INHIBITOR,4,AMPRENAVIR,Human immunodeficiency virus type 1 protease inhibitor Target: Human immunodeficiency virus type 1 protease. Action: INHIBITOR. Drug: AMPRENAVIR.
CHEMBL1200734,CC(C)CN(C[C@@H](OP(=O)([O-])[O-])[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1.[Ca+2],Human immunodeficiency virus type 1 protease inhibitor,CHEMBL243,Human immunodeficiency virus type 1 protease,INHIBITOR,4,FOSAMPRENAVIR CALCIUM,Human immunodeficiency virus type 1 protease inhibitor Target: Human immunodeficiency virus type 1 protease. Action: INHIBITOR. Drug: FOSAMPRENAVIR CALCIUM.
CHEMBL114,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1,Human immunodeficiency virus type 1 protease inhibitor,CHEMBL243,Human immunodeficiency virus type 1 protease,INHIBITOR,4,SAQUINAVIR,Human immunodeficiency virus type 1 protease inhibitor Target: Human immunodeficiency virus type 1 protease. Action: INHIBITOR. Drug: SAQUINAVIR.
CHEMBL729,Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O,Human immunodeficiency virus type 1 protease inhibitor,CHEMBL243,Human immunodeficiency virus type 1 protease,INHIBITOR,4,LOPINAVIR,Human immunodeficiency virus type 1 protease inhibitor Target: Human immunodeficiency virus type 1 protease. Action: INHIBITOR. Drug: LOPINAVIR.
CHEMBL222559,CCC[C@@]1(CCc2ccccc2)CC(O)=C([C@H](CC)c2cccc(NS(=O)(=O)c3ccc(C(F)(F)F)cn3)c2)C(=O)O1,Human immunodeficiency virus type 1 protease inhibitor,CHEMBL243,Human immunodeficiency virus type 1 protease,INHIBITOR,4,TIPRANAVIR,Human immunodeficiency virus type 1 protease inhibitor Target: Human immunodeficiency virus type 1 protease. Action: INHIBITOR. Drug: TIPRANAVIR.
CHEMBL1201127,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc(N)cc1.CCO,Human immunodeficiency virus type 1 protease inhibitor,CHEMBL243,Human immunodeficiency virus type 1 protease,INHIBITOR,4,DARUNAVIR ETHANOLATE,Human immunodeficiency virus type 1 protease inhibitor Target: Human immunodeficiency virus type 1 protease. Action: INHIBITOR. Drug: DARUNAVIR ETHANOLATE.
CHEMBL1735,CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O.O=S(=O)(O)O,Human immunodeficiency virus type 1 protease inhibitor,CHEMBL243,Human immunodeficiency virus type 1 protease,INHIBITOR,4,INDINAVIR SULFATE,Human immunodeficiency virus type 1 protease inhibitor Target: Human immunodeficiency virus type 1 protease. Action: INHIBITOR. Drug: INDINAVIR SULFATE.
CHEMBL1200678,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C.O=S(=O)(O)O,Human immunodeficiency virus type 1 protease inhibitor,CHEMBL243,Human immunodeficiency virus type 1 protease,INHIBITOR,4,ATAZANAVIR SULFATE,Human immunodeficiency virus type 1 protease inhibitor Target: Human immunodeficiency virus type 1 protease. Action: INHIBITOR. Drug: ATAZANAVIR SULFATE.
CHEMBL1083385,COC(=O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1.O=S(=O)(O)O,Purinergic receptor P2Y12 antagonist,CHEMBL2001,P2Y purinoceptor 12,ANTAGONIST,4,CLOPIDOGREL BISULFATE,Purinergic receptor P2Y12 antagonist Target: P2Y purinoceptor 12. Action: ANTAGONIST. Drug: CLOPIDOGREL BISULFATE.
CHEMBL1717,Cl.Clc1ccccc1CN1CCc2sccc2C1,Purinergic receptor P2Y12 antagonist,CHEMBL2001,P2Y purinoceptor 12,ANTAGONIST,4,TICLOPIDINE HYDROCHLORIDE,Purinergic receptor P2Y12 antagonist Target: P2Y purinoceptor 12. Action: ANTAGONIST. Drug: TICLOPIDINE HYDROCHLORIDE.
CHEMBL398435,CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1,Purinergic receptor P2Y12 negative allosteric modulator,CHEMBL2001,P2Y purinoceptor 12,NEGATIVE ALLOSTERIC MODULATOR,4,TICAGRELOR,Purinergic receptor P2Y12 negative allosteric modulator Target: P2Y purinoceptor 12. Action: NEGATIVE ALLOSTERIC MODULATOR. Drug: TICAGRELOR.
CHEMBL1201773,CC(=O)Oc1cc2c(s1)CCN(C(C(=O)C1CC1)c1ccccc1F)C2.Cl,Purinergic receptor P2Y12 antagonist,CHEMBL2001,P2Y purinoceptor 12,ANTAGONIST,4,PRASUGREL HYDROCHLORIDE,Purinergic receptor P2Y12 antagonist Target: P2Y purinoceptor 12. Action: ANTAGONIST. Drug: PRASUGREL HYDROCHLORIDE.
CHEMBL1200803,O=C(O)CCC(=O)O.O=C(O[C@H]1CN2CCC1CC2)N1CCc2ccccc2[C@@H]1c1ccccc1,Muscarinic acetylcholine receptor M2 antagonist,CHEMBL211,Muscarinic acetylcholine receptor M2,ANTAGONIST,4,SOLIFENACIN SUCCINATE,Muscarinic acetylcholine receptor M2 antagonist Target: Muscarinic acetylcholine receptor M2. Action: ANTAGONIST. Drug: SOLIFENACIN SUCCINATE.
CHEMBL1240,CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc21)C(C)C.[Br-],Muscarinic acetylcholine receptor M2 antagonist,CHEMBL211,Muscarinic acetylcholine receptor M2,ANTAGONIST,4,PROPANTHELINE BROMIDE,Muscarinic acetylcholine receptor M2 antagonist Target: Muscarinic acetylcholine receptor M2. Action: ANTAGONIST. Drug: PROPANTHELINE BROMIDE.
CHEMBL1768,CC(C[N+](C)(C)C)OC(N)=O.[Cl-],Muscarinic acetylcholine receptor M2 agonist,CHEMBL211,Muscarinic acetylcholine receptor M2,AGONIST,4,BETHANECHOL CHLORIDE,Muscarinic acetylcholine receptor M2 agonist Target: Muscarinic acetylcholine receptor M2. Action: AGONIST. Drug: BETHANECHOL CHLORIDE.
CHEMBL1201765,CC(C)C(=O)Oc1ccc(CO)cc1[C@H](CCN(C(C)C)C(C)C)c1ccccc1.O=C(O)/C=C/C(=O)O,Muscarinic acetylcholine receptor M2 antagonist,CHEMBL211,Muscarinic acetylcholine receptor M2,ANTAGONIST,4,FESOTERODINE FUMARATE,Muscarinic acetylcholine receptor M2 antagonist Target: Muscarinic acetylcholine receptor M2. Action: ANTAGONIST. Drug: FESOTERODINE FUMARATE.
CHEMBL1200935,Br.NC(=O)C(c1ccccc1)(c1ccccc1)[C@@H]1CCN(CCc2ccc3c(c2)CCO3)C1,Muscarinic acetylcholine receptor M2 antagonist,CHEMBL211,Muscarinic acetylcholine receptor M2,ANTAGONIST,4,DARIFENACIN HYDROBROMIDE,Muscarinic acetylcholine receptor M2 antagonist Target: Muscarinic acetylcholine receptor M2. Action: ANTAGONIST. Drug: DARIFENACIN HYDROBROMIDE.
CHEMBL517712,CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2,Muscarinic acetylcholine receptor M2 antagonist,CHEMBL211,Muscarinic acetylcholine receptor M2,ANTAGONIST,4,ATROPINE,Muscarinic acetylcholine receptor M2 antagonist Target: Muscarinic acetylcholine receptor M2. Action: ANTAGONIST. Drug: ATROPINE.
CHEMBL2146146,CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2.O=S(=O)(O)O,Muscarinic acetylcholine receptor M2 antagonist,CHEMBL211,Muscarinic acetylcholine receptor M2,ANTAGONIST,4,ATROPINE SULFATE,Muscarinic acetylcholine receptor M2 antagonist Target: Muscarinic acetylcholine receptor M2. Action: ANTAGONIST. Drug: ATROPINE SULFATE.
CHEMBL3084748,O=C(O[C@H]1C[C@H]2CC[C@@H](C1)[N+]21CCCC1)C(O)(c1ccccc1)c1ccccc1.[Cl-],Muscarinic acetylcholine receptor M2 antagonist,CHEMBL211,Muscarinic acetylcholine receptor M2,ANTAGONIST,4,TROSPIUM CHLORIDE,Muscarinic acetylcholine receptor M2 antagonist Target: Muscarinic acetylcholine receptor M2. Action: ANTAGONIST. Drug: TROSPIUM CHLORIDE.
CHEMBL1231,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,Muscarinic acetylcholine receptor M2 antagonist,CHEMBL211,Muscarinic acetylcholine receptor M2,ANTAGONIST,4,OXYBUTYNIN,Muscarinic acetylcholine receptor M2 antagonist Target: Muscarinic acetylcholine receptor M2. Action: ANTAGONIST. Drug: OXYBUTYNIN.
CHEMBL1133,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1.Cl,Muscarinic acetylcholine receptor M2 antagonist,CHEMBL211,Muscarinic acetylcholine receptor M2,ANTAGONIST,4,OXYBUTYNIN CHLORIDE,Muscarinic acetylcholine receptor M2 antagonist Target: Muscarinic acetylcholine receptor M2. Action: ANTAGONIST. Drug: OXYBUTYNIN CHLORIDE.
CHEMBL1722209,Cc1ccc(O)c([C@H](CCN(C(C)C)C(C)C)c2ccccc2)c1.O=C(O)C(O)C(O)C(=O)O,Muscarinic acetylcholine receptor M2 antagonist,CHEMBL211,Muscarinic acetylcholine receptor M2,ANTAGONIST,4,TOLTERODINE TARTRATE,Muscarinic acetylcholine receptor M2 antagonist Target: Muscarinic acetylcholine receptor M2. Action: ANTAGONIST. Drug: TOLTERODINE TARTRATE.
CHEMBL1946170,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1,Tyrosine-protein kinase receptor RET inhibitor,CHEMBL2041,Proto-oncogene tyrosine-protein kinase receptor Ret,INHIBITOR,4,REGORAFENIB,Tyrosine-protein kinase receptor RET inhibitor Target: Proto-oncogene tyrosine-protein kinase receptor Ret. Action: INHIBITOR. Drug: REGORAFENIB.
CHEMBL1200485,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1.Cc1ccc(S(=O)(=O)O)cc1,Tyrosine-protein kinase receptor RET inhibitor,CHEMBL2041,Proto-oncogene tyrosine-protein kinase receptor Ret,INHIBITOR,4,SORAFENIB TOSYLATE,Tyrosine-protein kinase receptor RET inhibitor Target: Proto-oncogene tyrosine-protein kinase receptor Ret. Action: INHIBITOR. Drug: SORAFENIB TOSYLATE.
CHEMBL1567,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C.O=C(O)C[C@H](O)C(=O)O,Tyrosine-protein kinase receptor RET inhibitor,CHEMBL2041,Proto-oncogene tyrosine-protein kinase receptor Ret,INHIBITOR,4,SUNITINIB MALATE,Tyrosine-protein kinase receptor RET inhibitor Target: Proto-oncogene tyrosine-protein kinase receptor Ret. Action: INHIBITOR. Drug: SUNITINIB MALATE.
CHEMBL24828,COc1cc2/c(=N/c3ccc(Br)cc3F)nc[nH]c2cc1OCC1CCN(C)CC1,Tyrosine-protein kinase receptor RET inhibitor,CHEMBL2041,Proto-oncogene tyrosine-protein kinase receptor Ret,INHIBITOR,4,VANDETANIB,Tyrosine-protein kinase receptor RET inhibitor Target: Proto-oncogene tyrosine-protein kinase receptor Ret. Action: INHIBITOR. Drug: VANDETANIB.
CHEMBL1201733,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O.Cl,Tyrosine-protein kinase ITK/TSK inhibitor,CHEMBL2959,Tyrosine-protein kinase ITK/TSK,INHIBITOR,4,PAZOPANIB HYDROCHLORIDE,Tyrosine-protein kinase ITK/TSK inhibitor Target: Tyrosine-protein kinase ITK/TSK. Action: INHIBITOR. Drug: PAZOPANIB HYDROCHLORIDE.
CHEMBL1201121,CC1(C)S[C@@H]2[C@H](N3C(=O)[C@@H](c4ccccc4)NC3(C)C)C(=O)N2[C@H]1C(=O)[O-].[K+],Penicillin-binding protein inhibitor,CHEMBL2362973,Penicillin-binding protein,INHIBITOR,4,HETACILLIN POTASSIUM,Penicillin-binding protein inhibitor Target: Penicillin-binding protein. Action: INHIBITOR. Drug: HETACILLIN POTASSIUM.
CHEMBL1201116,CC1(C)S[C@@H]2[C@H](N3C(=O)[C@@H](c4ccccc4)NC3(C)C)C(=O)N2[C@H]1C(=O)O,Penicillin-binding protein inhibitor,CHEMBL2362973,Penicillin-binding protein,INHIBITOR,4,HETACILLIN,Penicillin-binding protein inhibitor Target: Penicillin-binding protein. Action: INHIBITOR. Drug: HETACILLIN.
CHEMBL1134,C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C.[Br-].[Br-],Muscle-type nicotinic acetylcholine receptor partial agonist,CHEMBL2362997,Muscle-type nicotinic acetylcholine receptor,PARTIAL AGONIST,4,DECAMETHONIUM BROMIDE,Muscle-type nicotinic acetylcholine receptor partial agonist Target: Muscle-type nicotinic acetylcholine receptor. Action: PARTIAL AGONIST. Drug: DECAMETHONIUM BROMIDE.
CHEMBL1200757,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1[N+]1(C)CCCCC1.[Br-].[Br-],Muscle-type nicotinic acetylcholine receptor antagonist,CHEMBL2362997,Muscle-type nicotinic acetylcholine receptor,ANTAGONIST,4,PANCURONIUM BROMIDE,Muscle-type nicotinic acetylcholine receptor antagonist Target: Muscle-type nicotinic acetylcholine receptor. Action: ANTAGONIST. Drug: PANCURONIUM BROMIDE.
CHEMBL1200641,COc1ccc(C[C@@H]2c3cc(OC)c(OC)cc3CC[N@+]2(C)CCC(=O)OCCCCCOC(=O)CC[N@@+]2(C)CCc3cc(OC)c(OC)cc3[C@H]2Cc2ccc(OC)c(OC)c2)cc1OC.O=S(=O)([O-])c1ccccc1.O=S(=O)([O-])c1ccccc1,Muscle-type nicotinic acetylcholine receptor antagonist,CHEMBL2362997,Muscle-type nicotinic acetylcholine receptor,ANTAGONIST,4,CISATRACURIUM BESYLATE,Muscle-type nicotinic acetylcholine receptor antagonist Target: Muscle-type nicotinic acetylcholine receptor. Action: ANTAGONIST. Drug: CISATRACURIUM BESYLATE.
CHEMBL1200993,CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC.[I-].[I-].[I-],Muscle-type nicotinic acetylcholine receptor antagonist,CHEMBL2362997,Muscle-type nicotinic acetylcholine receptor,ANTAGONIST,4,GALLAMINE TRIETHIODIDE,Muscle-type nicotinic acetylcholine receptor antagonist Target: Muscle-type nicotinic acetylcholine receptor. Action: ANTAGONIST. Drug: GALLAMINE TRIETHIODIDE.
CHEMBL1237099,COc1cc(CC2c3c(cc(OC)c(OC)c3OC)CC[N+]2(C)CCCOC(=O)CCC(=O)OCCC[N+]2(C)CCc3cc(OC)c(OC)c(OC)c3C2Cc2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC.[Cl-].[Cl-],Muscle-type nicotinic acetylcholine receptor antagonist,CHEMBL2362997,Muscle-type nicotinic acetylcholine receptor,ANTAGONIST,4,DOXACURIUM CHLORIDE,Muscle-type nicotinic acetylcholine receptor antagonist Target: Muscle-type nicotinic acetylcholine receptor. Action: ANTAGONIST. Drug: DOXACURIUM CHLORIDE.
CHEMBL1200549,C=CC[N+]1([C@H]2C[C@H]3[C@@H]4CC[C@H]5C[C@H](OC(C)=O)[C@@H](N6CCCCC6)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2OC(=O)CC)CCCCC1.[Br-],Muscle-type nicotinic acetylcholine receptor antagonist,CHEMBL2362997,Muscle-type nicotinic acetylcholine receptor,ANTAGONIST,4,RAPACURONIUM BROMIDE,Muscle-type nicotinic acetylcholine receptor antagonist Target: Muscle-type nicotinic acetylcholine receptor. Action: ANTAGONIST. Drug: RAPACURONIUM BROMIDE.
CHEMBL1200722,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H](N3CC[N+](C)(C)CC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1N1CC[N+](C)(C)CC1.[Br-].[Br-],Muscle-type nicotinic acetylcholine receptor antagonist,CHEMBL2362997,Muscle-type nicotinic acetylcholine receptor,ANTAGONIST,4,PIPECURONIUM BROMIDE,Muscle-type nicotinic acetylcholine receptor antagonist Target: Muscle-type nicotinic acetylcholine receptor. Action: ANTAGONIST. Drug: PIPECURONIUM BROMIDE.
CHEMBL1200527,COc1ccc(CC2c3cc(OC)c(OC)cc3CC[N+]2(C)CCC(=O)OCCCCCOC(=O)CC[N+]2(C)CCc3cc(OC)c(OC)cc3C2Cc2ccc(OC)c(OC)c2)cc1OC.O=S(=O)([O-])c1ccccc1.O=S(=O)([O-])c1ccccc1,Muscle-type nicotinic acetylcholine receptor antagonist,CHEMBL2362997,Muscle-type nicotinic acetylcholine receptor,ANTAGONIST,4,ATRACURIUM BESYLATE,Muscle-type nicotinic acetylcholine receptor antagonist Target: Muscle-type nicotinic acetylcholine receptor. Action: ANTAGONIST. Drug: ATRACURIUM BESYLATE.
CHEMBL1739,COc1ccc2cc1Oc1cc3c(cc1OC)CC[N+](C)(C)[C@H]3Cc1ccc(cc1)Oc1c(OC)c(OC)cc3c1[C@@H](C2)[N+](C)(C)CC3.[I-].[I-],Muscle-type nicotinic acetylcholine receptor antagonist,CHEMBL2362997,Muscle-type nicotinic acetylcholine receptor,ANTAGONIST,4,METOCURINE IODIDE,Muscle-type nicotinic acetylcholine receptor antagonist Target: Muscle-type nicotinic acetylcholine receptor. Action: ANTAGONIST. Drug: METOCURINE IODIDE.
CHEMBL984,COc1cc2c(cc1OC)[C@@H](Cc1cc(OC)c(OC)c(OC)c1)[N+](C)(CCCOC(=O)CC/C=C/CCC(=O)OCCC[N+]1(C)CCc3cc(OC)c(OC)cc3[C@H]1Cc1cc(OC)c(OC)c(OC)c1)CC2.[Cl-].[Cl-],Muscle-type nicotinic acetylcholine receptor antagonist,CHEMBL2362997,Muscle-type nicotinic acetylcholine receptor,ANTAGONIST,4,MIVACURIUM CHLORIDE,Muscle-type nicotinic acetylcholine receptor antagonist Target: Muscle-type nicotinic acetylcholine receptor. Action: ANTAGONIST. Drug: MIVACURIUM CHLORIDE.
CHEMBL1200648,C=CC[N+]1([C@H]2C[C@H]3[C@@H]4CC[C@H]5C[C@H](O)[C@@H](N6CCOCC6)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2OC(C)=O)CCCC1.[Br-],Muscle-type nicotinic acetylcholine receptor antagonist,CHEMBL2362997,Muscle-type nicotinic acetylcholine receptor,ANTAGONIST,4,ROCURONIUM BROMIDE,Muscle-type nicotinic acetylcholine receptor antagonist Target: Muscle-type nicotinic acetylcholine receptor. Action: ANTAGONIST. Drug: ROCURONIUM BROMIDE.
CHEMBL983,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C.[Cl-].[Cl-],Muscle-type nicotinic acetylcholine receptor agonist,CHEMBL2362997,Muscle-type nicotinic acetylcholine receptor,AGONIST,4,SUCCINYLCHOLINE CHLORIDE,Muscle-type nicotinic acetylcholine receptor agonist Target: Muscle-type nicotinic acetylcholine receptor. Action: AGONIST. Drug: SUCCINYLCHOLINE CHLORIDE.
